Company,Site,Facility,State,Area,Date,TimeUTC,Rocket,Mission,RocketStatus,Price,MissionStatus
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,12/3/1971,13:00:00,Voskhod,Zenit-2M n­25,0,,2
RVSN USSR,Site 90/20,Baikonur Cosmodrome,,Kazakhstan,12/3/1971,13:19:00,Tsyklon-2,Cosmos 462,0,,1
General Dynamics,LC-13,Cape Canaveral AFS,Florida,USA,12/4/1971,22:33:00,Atlas-SLV3A Agena-D,AFP-827 (Canyon-4),0,,2
CNES,ELD,Guiana Space Centre,French Guiana,France,12/5/1971,15:30:00,Diamant B,Polaire,0,,2
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,12/6/1971,9:50:00,Voskhod,Cosmos 463,0,,1
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,12/10/1971,11:00:00,Voskhod,Cosmos 464,0,,1
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,12/15/1971,4:31:00,Cosmos-3M (11K65M),Cosmos 465,0,,1
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,12/16/1971,9:39:00,Voskhod,Cosmos 466,0,,1
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,12/17/1971,10:39:00,Cosmos-2I (63SM),Cosmos 467,0,,1
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,12/17/1971,13:00:00,Cosmos-3M (11K65M),Cosmos 468,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,12/19/1971,22:50:00,Molniya-M /Block L,Molniya-1 n­25,0,,1
General Dynamics,SLC-36A,Cape Canaveral AFS,Florida,USA,12/20/1971,1:10:00,Atlas-SLV3C Centaur-D,Intelsat 4 F3,0,,1
RVSN USSR,Site 90/19,Baikonur Cosmodrome,,Kazakhstan,12/25/1971,11:29:00,Tsyklon-2,Cosmos 469,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,12/27/1971,14:04:00,Soyuz M,Cosmos 470,0,,3
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,12/27/1971,,Cosmos-3M (11K65M),Oreol,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,12/29/1971,10:50:00,Vostok-2M,Meteor n­21,0,,1
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,1/12/1972,9:59:00,Voskhod,Cosmos 471,0,,1
Martin Marietta,SLC-4E,Vandenberg AFB,California,USA,1/20/1972,18:36:00,Titan IIID,KH-9 & SSF-B-22,0,,1
General Dynamics,SLC-36B,Cape Canaveral AFS,Florida,USA,1/23/1972,0:12:00,Atlas-SLV3C Centaur-D,Intelsat 4 F4,0,,1
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,1/25/1972,11:15:00,Cosmos-2I (63SM),Cosmos 472,0,,1
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,2/3/1972,8:40:00,Voskhod,Cosmos 473,0,,1
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,2/8/1972,5:59:00,Cosmos-3MRB (65MRB),BOR-2 Shuttle,0,,1
RVSN USSR,Site 81/24,Baikonur Cosmodrome,,Kazakhstan,2/14/1972,3:27:00,Proton K/Block D,Luna-20,0,,1
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,2/16/1972,9:30:00,Voskhod,Cosmos 474,0,,1
Martin Marietta,SLC-4W,Vandenberg AFB,California,USA,2/16/1972,9:59:00,Titan-III(33)B Agena-D,Jumpseat 2,0,,2
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,2/25/1972,7:52:00,Cosmos-3M (11K65M),Cosmos 475,0,,1
Martin Marietta,SLC-40,Cape Canaveral AFS,Florida,USA,3/1/1972,9:39:00,Titan III(23)C,DSP-3,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,3/1/1972,11:15:00,Vostok-2M,Cosmos 476,0,,1
General Dynamics,SLC-36A,Cape Canaveral AFS,Florida,USA,3/3/1972,1:49:00,Atlas-SLV3C Centaur-D,Pioneer 10,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,3/4/1972,10:00:00,Voskhod,Cosmos 477,0,,1
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,3/15/1972,13:00:00,Voskhod,Cosmos 478,0,,1
US Air Force,SLC-4W,Vandenberg AFB,California,USA,3/17/1972,17:00:00,Titan III(24)B,OPS 1678,0,,1
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,3/22/1972,20:31:00,Cosmos-3M (11K65M),Cosmos 479,0,,1
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,3/25/1972,2:20:00,Cosmos-3M (11K65M),Cosmos 480,0,,1
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,3/25/1972,10:40:00,Cosmos-2I (63SM),Cosmos 481,0,,1
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,3/27/1972,4:15:00,Molniya-M /Block NVL,Venera 8,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,3/30/1972,14:05:00,Vostok-2M,Meteor n­22,0,,1
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,3/31/1972,4:02:00,Molniya-M /Block NVL,Cosmos 482,0,,3
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,4/3/1972,10:15:00,Voskhod,Cosmos 483,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,4/4/1972,20:38:00,Molniya-M /Block L,Molniya-1 n­26 & SRET-1,0,,1
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,4/6/1972,8:00:00,Voskhod,Cosmos 484,0,,1
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,4/7/1972,,Voskhod,Intercosmos-6,0,,1
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,4/11/1972,11:04:00,Cosmos-2I (63SM),Cosmos 485,0,,1
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,4/12/1972,,Molniya-M /Block SO-L,Prognoz n­1,0,,1
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,4/14/1972,18:00:00,Voskhod,Cosmos 486,0,,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,4/16/1972,17:54:00,Saturn V,Apollo 16,0,1160,1
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,4/21/1972,12:00:00,Cosmos-2I (63SM),Cosmos 487,0,,1
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,4/25/1972,11:30:00,Cosmos-2I (63SM),DS-P1-You #51,0,,2
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,5/5/1972,11:20:00,Voskhod,Cosmos 488,0,,1
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,5/6/1972,11:24:00,Cosmos-3M (11K65M),Cosmos 489,0,,1
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,5/17/1972,10:19:00,Voskhod,Cosmos 490,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,5/19/1972,14:30:00,Molniya-M /Block L,Molniya-2 n­27,0,,1
US Air Force,SLC-4W,Vandenberg AFB,California,USA,5/20/1972,15:30:00,Titan III(24)B,OPS 6574,0,,2
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,5/25/1972,6:35:00,Voskhod,Cosmos 491,0,,1
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,6/9/1972,6:59:00,Voskhod,Cosmos 492,0,,1
General Dynamics,SLC-36B,Cape Canaveral AFS,Florida,USA,6/13/1972,21:53:00,Atlas-SLV3C Centaur-D,Intelsat 4 F5,0,,1
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,6/21/1972,6:25:00,Voskhod,Cosmos 493,0,,1
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,6/23/1972,9:24:00,Cosmos-3M (11K65M),Cosmos 494,0,,1
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,6/23/1972,11:19:00,Voskhod,Cosmos 495,0,,1
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,6/29/1972,,Molniya-M /Block SO-L,Prognoz n­2,0,,1
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,6/30/1972,6:19:00,Cosmos-2I (63SM),Cosmos 497,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,6/30/1972,18:52:00,Vostok-2M,Meteor n­23,0,,1
RVSN USSR,Site 1/5,Baikonur Cosmodrome,,Kazakhstan,7/2/1972,7:20:00,Soyuz,Cosmos 496,0,,1
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,7/5/1972,9:29:00,Cosmos-2I (63SM),Cosmos 498,0,,1
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,7/6/1972,10:40:00,Voskhod,Cosmos 499,0,,1
Martin Marietta,SLC-4E,Vandenberg AFB,California,USA,7/7/1972,17:46:00,Titan IIID,KH-9 & SSF-B-23,0,,1
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,7/10/1972,6:15:00,Cosmos-3M (11K65M),Cosmos 500,0,,1
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,7/12/1972,5:59:00,Cosmos-2I (63SM),Cosmos 501,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,7/13/1972,14:30:00,Soyuz M,Cosmos 502,0,,3
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,7/19/1972,13:45:00,Voskhod,Cosmos 503,0,,1
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,7/20/1972,18:10:00,Cosmos-3M (11K65M),Cosmos 504 to 511,0,,1
RVSN USSR,Site 81/23,Baikonur Cosmodrome,,Kazakhstan,7/29/1972,3:20:00,Proton K/Block D,DOS-2,0,,2
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,8/2/1972,8:15:00,Voskhod,Cosmos 513,0,,1
CASC,Site 138 (LA-2B),Jiuquan Satellite Launch Center,,China,8/10/1972,0:32:00,Feng Bao 1,Shiyan Peizhong,0,,1
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,8/16/1972,13:40:00,Cosmos-3M (11K65M),Cosmos 514,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,8/18/1972,10:00:00,Voskhod,Cosmos 515,0,,1
ISAS,Mu Pad,Uchinoura Space Center,,Japan,8/19/1972,2:40:00,Mu-IV S,Denpa,0,,1
General Dynamics,SLC-36B,Cape Canaveral AFS,Florida,USA,8/21/1972,10:28:00,Atlas-SLV3C Centaur-D,OAO-3,0,,1
RVSN USSR,Site 90/19,Baikonur Cosmodrome,,Kazakhstan,8/21/1972,10:36:00,Tsyklon-2,Cosmos 516,0,,1
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,8/30/1972,5:58:00,Cosmos-2I (63SM),Intercosmos-7,0,,1
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,8/30/1972,8:19:00,Voskhod,Cosmos 517,0,,1
US Air Force,SLC-4W,Vandenberg AFB,California,USA,9/1/1972,17:45:00,Titan III(24)B,OPS 8888,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,9/2/1972,10:49:00,Voskhod,Zenit-4M n­40,0,,2
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,9/15/1972,9:40:00,Voskhod,Cosmos 518,0,,1
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,9/16/1972,8:20:00,Voskhod,Cosmos 519,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,9/19/1972,19:19:00,Molniya-M /Block 2BL,Cosmos 520,0,,1
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,9/29/1972,20:19:00,Cosmos-3M (11K65M),Cosmos 521,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,9/30/1972,20:19:00,Molniya-M /Block L,Molniya-2 n­28,0,,1
General Dynamics,LC-576A1,Vandenberg AFB,California,USA,10/2/1972,20:10:00,Atlas-E/F Burner,P72-1,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,10/4/1972,12:00:00,Voskhod,Cosmos 522,0,,1
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,10/5/1972,11:30:00,Cosmos-2I (63SM),Cosmos 523,0,,1
Martin Marietta,SLC-4E,Vandenberg AFB,California,USA,10/10/1972,18:03:00,Titan IIID,KH-9 & SSF-C-3,0,,1
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,10/11/1972,13:19:00,Cosmos-2I (63SM),Cosmos 524,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,10/14/1972,6:16:00,Molniya-M /Block L,Molniya-1 n­29,0,,1
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,10/17/1972,19:59:00,Cosmos-3M (11K65M),Strela-2M satellite,0,,2
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,10/18/1972,11:59:00,Voskhod,Cosmos 525,0,,1
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,10/25/1972,10:39:00,Cosmos-2I (63SM),Cosmos 526,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,10/26/1972,22:05:00,Vostok-2M,Meteor n­24,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,10/31/1972,13:29:00,Voskhod,Cosmos 527,0,,1
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,11/1/1972,12:08:00,Cosmos-3M (11K65M),Cosmos 528 to 535,0,,1
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,11/3/1972,1:34:00,Cosmos-3M (11K65M),Cosmos 536,0,,1
ASI,SM Launch Tab,San Marco Launch Platform,,Kenya,11/15/1972,22:13:00,Scout D1,Explorer 48,0,,1
RVSN USSR,Site 110/37,Baikonur Cosmodrome,,Kazakhstan,11/23/1972,6:11:00,N1-L3,7L (Soyuz 7K-LOK No.1),0,,2
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,11/25/1972,9:10:00,Voskhod,Cosmos 537,0,,1
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,11/30/1972,21:49:00,Cosmos-2I (63SM),Intercosmos-8,0,,1
RVSN USSR,Site 1/5,Baikonur Cosmodrome,,Kazakhstan,12/2/1972,4:39:00,Molniya-M /Block L,Molniya-1 n­30,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,12/12/1972,6:51:00,Molniya-M /Block L,Molniya-2 n­31,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,12/14/1972,13:40:00,Voskhod,Cosmos 538,0,,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,12/19/1972,19:24:00,Saturn V,Apollo 17,0,1160,1
General Dynamics,LC-13,Cape Canaveral AFS,Florida,USA,12/20/1972,22:20:00,Atlas-SLV3A Agena-D,AFP-827 (Canyon-5),0,,1
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,12/21/1972,2:05:00,Cosmos-3M (11K65M),Cosmos 539,0,,1
US Air Force,SLC-4W,Vandenberg AFB,California,USA,12/21/1972,17:45:00,Titan III(24)B,OPS 3978,0,,1
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,12/25/1972,23:05:00,Cosmos-3M (11K65M),Cosmos 540,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,12/27/1972,10:30:00,Soyuz M,Cosmos 541,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,12/28/1972,11:00:00,Vostok-2M,Cosmos 542,0,,3
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,1/11/1973,10:00:00,Voskhod,Cosmos 543,0,,1
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,1/20/1973,3:36:00,Cosmos-3M (11K65M),Cosmos 544,0,,1
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,1/24/1973,11:44:00,Cosmos-2I (63SM),Cosmos 545,0,,1
RVSN USSR,Site 107/1,Kapustin Yar,,Russia,1/26/1973,11:44:00,Cosmos-3M (11K65M),Cosmos 546,0,,1
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,2/1/1973,8:30:00,Voskhod,Cosmos 547,0,,1
RVSN USSR,Site 1/5,Baikonur Cosmodrome,,Kazakhstan,2/3/1973,5:48:00,Molniya-M /Block L,Molniya-1 n­32,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,2/8/1973,13:15:00,Voskhod,Cosmos 548,0,,1
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,2/15/1973,,Molniya-M /Block SO-L,Prognoz n­3,0,,1
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,2/28/1973,4:37:00,Cosmos-3M (11K65M),Cosmos 549,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,3/1/1973,12:40:00,Voskhod,Cosmos 550,0,,1
RVSN USSR,Site 31/6,Baikonur Cosmodrome,,Kazakhstan,3/6/1973,9:20:00,Voskhod,Cosmos 551,0,,1
General Dynamics,LC-13,Cape Canaveral AFS,Florida,USA,3/6/1973,9:30:00,Atlas-SLV3A Agena-D,AFP-720 (Rhyolite-2),0,,1
Martin Marietta,SLC-4E,Vandenberg AFB,California,USA,3/9/1973,21:00:00,Titan IIID,KH-9,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,3/20/1973,11:20:00,Vostok-2M,Meteor n­25,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,3/22/1973,10:00:00,Voskhod,Cosmos 552,0,,1
RVSN USSR,Site 81/23,Baikonur Cosmodrome,,Kazakhstan,4/3/1973,9:00:00,Proton K,Saliout-2,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,4/5/1973,11:11:00,Molniya-M /Block L,Molniya-2 n­33,0,,1
General Dynamics,SLC-36B,Cape Canaveral AFS,Florida,USA,4/6/1973,2:11:00,Atlas-SLV3D Centaur-D1A,Pioneer 11,0,,1
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,4/12/1973,11:49:00,Cosmos-2I (63SM),Cosmos 553,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,4/19/1973,8:59:00,Voskhod,Cosmos 554,0,,1
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,4/19/1973,10:20:00,Cosmos-2I (63SM),Intercosmos-9,0,,1
RVSN USSR,Site 90/19,Baikonur Cosmodrome,,Kazakhstan,4/25/1973,9:10:00,Tsyklon-2,Cosmos 556,0,,2
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,4/25/1973,10:45:00,Voskhod,Cosmos 555,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,5/5/1973,7:00:00,Voskhod,Cosmos 554,0,,1
NASA,LC-39A,Kennedy Space Center,Florida,USA,5/14/1973,17:30:00,Saturn V,Skylab 1,0,1160,1
US Air Force,SLC-4W,Vandenberg AFB,California,USA,5/16/1973,16:40:00,Titan III(24)B,OPS 2093,0,,1
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,5/17/1973,13:19:00,Cosmos-2I (63SM),Cosmos 558,0,,1
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,5/18/1973,11:00:00,Soyuz U,Cosmos 559,0,,1
CNES,ELD,Guiana Space Centre,French Guiana,France,5/22/1973,21:37:00,Diamant B,Castor & Pollux,0,,2
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,5/23/1973,10:30:00,Voskhod,Cosmos 560,0,,1
RVSN USSR,Site 86/1,Kapustin Yar,,Russia,5/24/1973,3:50:00,Cosmos-3MRB (65MRB),BOR-3 Shuttle,0,,1
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,5/25/1973,9:15:00,Cosmos-3M (11K65M),Zaliv #17,0,,2
NASA,LC-39B,Kennedy Space Center,Florida,USA,5/25/1973,13:00:00,Saturn IB,Skylab 2,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,5/25/1973,13:30:00,Voskhod,Cosmos 561,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,5/29/1973,10:16:00,Vostok-2M,Meteor n­26,0,,1
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,6/5/1973,11:29:00,Cosmos-2I (63SM),Cosmos 562,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,6/6/1973,11:30:00,Voskhod,Cosmos 563,0,,1
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,6/8/1973,15:50:00,Cosmos-3M (11K65M),Cosmos 564 to 571,0,,1
RVSN USSR,Site 1/5,Baikonur Cosmodrome,,Kazakhstan,6/10/1973,10:10:00,Voskhod,Cosmos 572,0,,1
Martin Marietta,SLC-40,Cape Canaveral AFS,Florida,USA,6/12/1973,7:14:00,Titan III(23)C,DSP-4,0,,1
RVSN USSR,Site 1/5,Baikonur Cosmodrome,,Kazakhstan,6/15/1973,6:00:00,Soyuz,Cosmos 573,0,,1
RVSN USSR,Site 132/1,Plesetsk Cosmodrome,,Russia,6/20/1973,6:16:00,Cosmos-3M (11K65M),Cosmos 574,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,6/21/1973,13:29:00,Voskhod,Cosmos 575,0,,1
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,6/26/1973,,Cosmos-3M (11K65M),Tselina-OM #20,0,,2
US Air Force,SLC-4W,Vandenberg AFB,California,USA,6/26/1973,,Titan III(24)B,OPS 4018,0,,2
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,6/27/1973,11:50:00,Soyuz M,Cosmos 576,0,,1
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,7/4/1973,10:59:00,Voskhod,Zenit-4M n­50,0,,2
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,7/11/1973,9:58:00,Molniya-M /Block L,Molniya-2 n­34,0,,1
Martin Marietta,SLC-4E,Vandenberg AFB,California,USA,7/13/1973,20:24:00,Titan IIID,KH-9,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,7/25/1973,11:30:00,Voskhod,Cosmos 577,0,,1
NASA,LC-39B,Kennedy Space Center,Florida,USA,7/28/1973,11:10:00,Saturn IB,Skylab 3,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,8/1/1973,14:00:00,Voskhod,Cosmos 578,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,8/21/1973,12:30:00,Voskhod,Cosmos 579,0,,1
Martin Marietta,SLC-4W,Vandenberg AFB,California,USA,8/21/1973,16:07:00,Titan-III(33)B Agena-D,Jumpseat 3,0,,1
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,8/22/1973,11:24:00,Cosmos-2I (63SM),Cosmos 580,0,,1
General Dynamics,SLC-36A,Cape Canaveral AFS,Florida,USA,8/23/1973,22:57:00,Atlas-SLV3D Centaur-D1A,Intelsat 4 F7,0,,1
RVSN USSR,Site 1/5,Baikonur Cosmodrome,,Kazakhstan,8/24/1973,10:59:00,Voskhod,Cosmos 581,0,,1
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,8/28/1973,10:08:00,Cosmos-3M (11K65M),Cosmos 582,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,8/30/1973,0:07:00,Molniya-M /Block L,Molniya-1 n­35,0,,1
RVSN USSR,Site 1/5,Baikonur Cosmodrome,,Kazakhstan,8/30/1973,10:30:00,Voskhod,Cosmos 583,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,9/6/1973,10:40:00,Voskhod,Cosmos 584,0,,1
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,9/8/1973,1:50:00,Cosmos-3M (11K65M),Cosmos 585,0,,1
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,9/14/1973,0:31:00,Cosmos-3M (11K65M),Cosmos 586,0,,1
CASC,Site 138 (LA-2B),Jiuquan Satellite Launch Center,,China,9/18/1973,12:12:00,Feng Bao 1,JSSW-1,0,,2
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,9/21/1973,13:05:00,Soyuz U,Cosmos 587,0,,1
RVSN USSR,Site 1/5,Baikonur Cosmodrome,,Kazakhstan,9/27/1973,12:18:00,Soyuz,Soyuz 12,0,,1
US Air Force,SLC-4W,Vandenberg AFB,California,USA,9/27/1973,17:15:00,Titan III(24)B,OPS 6275,0,,1
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,10/2/1973,21:46:00,Cosmos-3M (11K65M),Cosmos 588 to 595,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,10/3/1973,13:00:00,Voskhod,Cosmos 596,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,10/6/1973,12:30:00,Voskhod,Cosmos 597,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,10/10/1973,10:45:00,Voskhod,Cosmos 598,0,,1
RVSN USSR,Site 1/5,Baikonur Cosmodrome,,Kazakhstan,10/15/1973,8:45:00,Voskhod,Cosmos 599,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,10/16/1973,12:00:00,Voskhod,Cosmos 600,0,,1
RVSN USSR,Site 133/3,Plesetsk Cosmodrome,,Russia,10/16/1973,14:00:00,Cosmos-2I (63SM),Cosmos 601,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,10/19/1973,10:26:00,Molniya-M /Block L,Molniya-2 n­36,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,10/20/1973,10:14:00,Voskhod,Cosmos 602,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,10/27/1973,11:09:00,Voskhod,Cosmos 603,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,10/29/1973,14:00:00,Vostok-2M,Cosmos 604,0,,1
RVSN USSR,Site 132/2,Plesetsk Cosmodrome,,Russia,10/30/1973,19:00:00,Cosmos-3M (11K65M),Intercosmos-10,0,,1
RVSN USSR,Site 43/3,Plesetsk Cosmodrome,,Russia,10/31/1973,18:24:00,Soyuz U,Cosmos 605,0,,1
RVSN USSR,Site 41/1,Plesetsk Cosmodrome,,Russia,11/2/1973,13:01:00,Molniya-M /Block 2BL,Cosmos 606,0,,1
General Dynamics,SLC-36B,Cape Canaveral AFS,Florida,USA,11/3/1973,5:45:00,Atlas-SLV3D Centaur-D1A,Mariner 10,0,,1
RVSN USSR,Site 43/4,Plesetsk Cosmodrome,,Russia,11/10/1973,12:38:00,Voskhod,Cosmos 607,0,,1
Martin Marietta,SLC-4E,Vandenberg AFB,California,USA,11/10/1973,20:09:00,Titan IIID,"KH-9, SSF-B-24 & SSF-C-4",0,,1
